,nlm doc,db schema,table,column,data type,CTTI note,enumerations,source
,StartDate,ctgov,calculated_values,registered_in_calendar_year,integer,Year value of first_received_date which represents the year in which the study was registered,"2021 (38,837 - 8.08%)2023 (38,729 - 8.06%)2022 (36,760 - 7.65%)2020 (36,655 - 7.63%)2019 (32,432 - 6.75%)2018 (30,710 - 6.39%)2017 (29,520 - 6.14%)2016 (28,008 - 5.83%)2015 (24,415 - 5.08%)2014 (23,603 - 4.91%)2013 (20,546 - 4.28%)2012 (19,677 - 4.1%)2011 (18,254 - 3.8%)2010 (17,740 - 3.69%)2009 (17,141 - 3.57%)2008 (17,000 - 3.54%)2007 (13,380 - 2.79%)2005 (12,893 - 2.68%)2006 (10,926 - 2.27%)1999 (3,645 - 0.76%)2000 (1,980 - 0.41%)2004 (1,787 - 0.37%)2003 (1,662 - 0.35%)2002 (1,587 - 0.33%)2001 (1,346 - 0.28%)2024 (1,170 - 0.24%)",.
,Result_Outcome_MeasureLabel,ctgov,outcome_measurements,param_type,string,,"Mean (1,238,422 - 32.82%)Number (1,115,220 - 29.55%)Count of Participants (836,299 - 22.16%)Median (198,757 - 5.27%)Geometric Mean (196,798 - 5.22%)Least Squares Mean (174,265 - 4.62%)Count of Units (9,820 - 0.26%)Geometric Least Squares Mean (2,621 - 0.07%)null (981 - 0.03%)Log Mean (329 - 0.01%)",ResultsSection.BaselineCharacteristicsModule.BaselineMeasureList.BaselineMeasure.BaselineMeasureParamType
,AssessType,ctgov,reported_events,assessment,string,,"Systematic Assessment (6,512,180 - 74.71%)Non-systematic Assessment (1,947,513 - 22.34%)null (256,588 - 2.94%)",ResultsSection.AdverseEventsModule.SeriousEventList.SeriousEvent.SeriousEventAssessmentType or ResultsSection.AdverseEventsModule.OtherEventList.OtherEvent.OtherEventAssessmentType
,ReportedEventsAssessmentType,ctgov,reported_events,default_assessment,string,,"null (8,716,281 - 100.0%)",..( or ).
,Result_CertainAgreementLabel,ctgov,result_agreements,pi_employee,string,"NLM data dictionary reports this as Yes/No, but data actually stored as an affirmative statement or a negative statement as indicated in the enumerations tab.  Studies with a negative value for this variable provide information about any results disclosure restrictions on PI(s). This information is captured in the RESTRICTIVE_AGREEMENT variable in the RESULTS_RESTRICTION_AGREEMENTS table.","No (45,834 - 73.94%)Yes (16,151 - 26.06%)",ResultsSection.MoreInfoModule.CertainAgreement.AgreementPISponsorEmployee
,LeadSponsor,ctgov,sponsors,agency_class,string,NLM derived value that indicates the broad catergory of sponsor,"OTHER (481,336 - 62.47%)INDUSTRY (159,272 - 20.67%)UNKNOWN (43,520 - 5.65%)NIH (41,916 - 5.44%)OTHER_GOV (26,415 - 3.43%)FED (9,690 - 1.26%)NETWORK (6,626 - 0.86%)null (883 - 0.11%)INDIV (743 - 0.1%)AMBIG (67 - 0.01%)",ProtocolSection.SponsorCollaboratorsModule.LeadSponsor.LeadSponsorClass
,ObsBiospecimenRetention,ctgov,studies,biospec_retention,string,,"null (457,606 - 95.25%)Samples With DNA (14,017 - 2.92%)Samples Without DNA (8,115 - 1.69%)None Retained (665 - 0.14%)",ProtocolSection.DesignModule.BioSpec.BioSpecRetention
,IntEnrollment,ctgov,studies,enrollment_type,string,,"Actual (296,619 - 61.74%)Anticipated (166,816 - 34.72%)null (16,968 - 3.53%)",ProtocalSectionDesignModule.EnrollmentInfo.EnrollmentType
,FDADrugProduct,ctgov,studies,is_fda_regulated_drug,boolean,,"null (222,990 - 46.42%)false (215,129 - 44.78%)true (42,284 - 8.8%)",ProtocalSection.OversightModule.IsFDARegulatedDrug
,HasExpandedAccess,ctgov,studies,is_us_export,boolean,Product Manufactured in and Exported from the U.S.  Definition: Whether any drug product (including a biological product) or device product studied in the clinical study is manufactured in the United States or one of its territories and exported for study in a clinical study in another country. Select Yes/No.,"null (442,582 - 92.13%)false (26,543 - 5.53%)true (11,278 - 2.35%)",ProtocalSection.OversightModule.IsUSExport
,OverallStatus,ctgov,studies,last_known_status,string,,"null (416,151 - 86.63%)Recruiting (36,444 - 7.59%)Not yet recruiting (14,940 - 3.11%)Active, not recruiting (10,404 - 2.17%)Enrolling by invitation (2,464 - 0.51%)",ProtocolSection.StatusModule.LastKnownStatus
